['/home/shijiaying/caffe/mjzfile/datatest/val/trilobite/image_0009.jpg', 0]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0434.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0759.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0671.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0536.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0592.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0332.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0221.jpg', 44]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0095.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0393.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0230.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0756.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0454.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0072.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0205.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0586.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0171.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0485.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0152.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0590.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0183.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0362.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0099.jpg', 72]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0040.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0084.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0467.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0241.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0753.jpg', 20]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0322.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0603.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0066.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0628.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0324.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0479.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0006.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0631.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0223.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0390.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0500.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0523.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0484.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0329.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0371.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0746.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0778.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/airplanes/image_0513.jpg', 10]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0009.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0018.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0023.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0039.jpg', 19]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0036.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0013.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0020.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/okapi/image_0006.jpg', 11]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0023.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0045.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0043.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0031.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0039.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0050.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0011.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0013.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0054.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0035.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0004.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0051.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0057.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0020.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0007.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0005.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0014.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0034.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0033.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0027.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0032.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0048.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0058.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0021.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0001.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0038.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0040.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/stegosaurus/image_0006.jpg', 12]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0002.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0018.jpg', 74]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0023.jpg', 19]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0045.jpg', 51]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0043.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0031.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0039.jpg', 89]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0050.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0011.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0029.jpg', 79]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0054.jpg', 36]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0004.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0037.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0053.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0003.jpg', 47]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0024.jpg', 61]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0049.jpg', 59]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0005.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0017.jpg', 59]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0008.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0030.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0027.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0048.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0001.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0040.jpg', 96]
['/home/shijiaying/caffe/mjzfile/datatest/val/sea_horse/image_0006.jpg', 13]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0002.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0018.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0023.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0026.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0031.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0055.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0012.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0013.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0019.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0004.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0037.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0020.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0053.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0007.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0005.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0014.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0034.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0042.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0033.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0027.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0041.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0015.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0028.jpg', 9]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0001.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0040.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/cup/image_0006.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0022.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0026.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0031.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0029.jpg', 85]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0013.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0037.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0003.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0033.jpg', 19]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0027.jpg', 22]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0032.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0028.jpg', 15]
['/home/shijiaying/caffe/mjzfile/datatest/val/brontosaurus/image_0038.jpg', 44]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0253.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0357.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0402.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0367.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0197.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0217.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0398.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0286.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0209.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0424.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0206.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0382.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0097.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0074.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0133.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0254.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0009.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0330.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0085.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0348.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0248.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0334.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0189.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0229.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0363.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0301.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0002.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0379.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0018.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0268.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0047.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0425.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0023.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0045.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0240.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0148.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0207.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0298.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0313.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0276.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0169.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0203.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0256.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0415.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0199.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0411.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0111.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0022.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0078.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0150.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0113.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0388.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0026.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0373.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0043.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0144.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0180.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0031.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0139.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0282.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0039.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0195.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0391.jpg', 14]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0366.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0175.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0202.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0429.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0333.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0341.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0141.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0294.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0259.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0036.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0131.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0096.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0304.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0249.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0396.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0167.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0321.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0073.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0055.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0238.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0258.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0292.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0061.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0372.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0417.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0118.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0114.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0201.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0068.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0302.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0083.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0012.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0232.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0263.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0404.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0354.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0314.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0056.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0011.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0279.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0235.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0224.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0287.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0401.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0251.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0315.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0115.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0010.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0236.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0134.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0157.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0307.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0168.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0156.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0029.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0070.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0174.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0392.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0394.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0065.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0204.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0226.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0277.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0178.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0327.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0272.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0347.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0130.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0187.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0285.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0112.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0326.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0155.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0409.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0158.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0067.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0013.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0193.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0316.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0063.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0378.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0080.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0166.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0427.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0136.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0064.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0082.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0215.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0054.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0122.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0035.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0088.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0004.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0375.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0160.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0146.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0121.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0389.jpg', 30]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0410.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0051.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0057.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0037.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0143.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0308.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0127.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0185.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0218.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0421.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0020.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0120.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0323.jpg', 16]
['/home/shijiaying/caffe/mjzfile/datatest/val/Faces/image_0368.jpg', 16]
